TimeCreated,EventID,hour_of_day,event_frequency,inter_event_gap_seconds,message_length,anomaly_score,prediction
2023-09-27 05:16:29.258041100+05:30,4702,5,12,0.0445608,1909,0.02878583258185552,normal
2023-09-27 05:16:29.271583500+05:30,4702,5,12,0.0135424,1908,0.03199962180306404,normal
2023-09-27 05:16:29.292556800+05:30,4702,5,12,0.0209733,2068,0.006883328438223035,normal
2023-09-27 05:16:29.310227200+05:30,4702,5,12,0.0176704,2067,0.006883328438223035,normal
2023-09-27 05:16:29.330978800+05:30,4702,5,12,0.0207516,1944,0.022531209861422208,normal
2023-09-27 05:16:29.345406600+05:30,4702,5,12,0.0144278,1943,0.022431010546913654,normal
2023-09-27 05:17:08.624453+05:30,4688,5,2,39.2790464,1655,0.019880933786053157,normal
2023-09-27 05:17:08.641160800+05:30,4688,5,2,0.0167078,1654,0.11344760126380937,normal
2023-09-27 05:17:09.620151100+05:30,4689,5,3,0.9789903,275,0.12935835557480008,normal
2023-09-27 05:17:09.653738300+05:30,4689,5,3,0.0335872,276,0.13419893605542682,normal
2023-09-27 05:17:31.160409400+05:30,4689,5,3,21.5066711,243,0.06674351336263629,normal
2023-09-27 05:18:09.647095600+05:30,4688,5,3,38.4866862,1655,0.02330980233707758,normal
2023-09-27 05:18:09.665135500+05:30,4688,5,3,0.0180399,1654,0.1240460809714593,normal
2023-09-27 05:18:10.625941200+05:30,4689,5,3,0.9608057,276,0.12885824190063516,normal
2023-09-27 05:18:10.640690800+05:30,4689,5,3,0.0147496,275,0.1356262319946528,normal
2023-09-27 05:18:30.785522900+05:30,4688,5,3,20.1448321,1697,0.0483739849783873,normal
2023-09-27 05:18:36.899007+05:30,4689,5,3,6.1134841,316,0.09021635274005163,normal
2023-09-27 05:19:11.676755100+05:30,4688,5,17,34.7777481,1600,0.06703417911229015,normal
2023-09-27 05:19:11.682093+05:30,4688,5,17,0.0053379,1605,0.2088704269140252,normal
2023-09-27 05:19:11.701275700+05:30,4689,5,16,0.0191827,230,0.20368089263845585,normal
2023-09-27 05:19:11.727813200+05:30,4688,5,17,0.0265375,1602,0.2135134893883574,normal
2023-09-27 05:19:11.728185300+05:30,4688,5,17,0.0003721,1604,0.21048212491988122,normal
2023-09-27 05:19:14.815599500+05:30,4689,5,16,3.0874142,232,0.17819008955177906,normal
2023-09-27 05:19:14.818810300+05:30,4688,5,17,0.0032108,1602,0.21448307900683228,normal
2023-09-27 05:19:17.879678300+05:30,4689,5,16,3.060868,232,0.1778068414438117,normal
2023-09-27 05:19:17.883076300+05:30,4688,5,17,0.003398,1601,0.21421552566904717,normal
2023-09-27 05:19:17.895216300+05:30,4688,5,17,0.01214,1602,0.21442925023627318,normal
2023-09-27 05:19:17.907679900+05:30,4689,5,16,0.0124636,232,0.21147733989618972,normal
2023-09-27 05:19:17.909365800+05:30,4689,5,16,0.0016859,231,0.21106185496139585,normal
2023-09-27 05:19:17.912406100+05:30,4688,5,17,0.0030403,1602,0.21448307900683228,normal
2023-09-27 05:19:20.971417200+05:30,4689,5,16,3.0590111,232,0.1778068414438117,normal
2023-09-27 05:19:20.974684500+05:30,4688,5,17,0.0032673,1601,0.21421552566904717,normal
2023-09-27 05:19:20.986742200+05:30,4688,5,17,0.0120577,1602,0.21442925023627318,normal
2023-09-27 05:19:20.999093600+05:30,4689,5,16,0.0123514,232,0.21147733989618972,normal
2023-09-27 05:19:21.000654500+05:30,4689,5,16,0.0015609,231,0.21106185496139585,normal
2023-09-27 05:19:21.003611100+05:30,4688,5,17,0.0029566,1601,0.21413234062051023,normal
2023-09-27 05:19:21.016379900+05:30,4688,5,17,0.0127688,1602,0.21442925023627318,normal
2023-09-27 05:19:21.028660400+05:30,4689,5,16,0.0122805,232,0.21147733989618972,normal
2023-09-27 05:19:21.030234600+05:30,4689,5,16,0.0015742,231,0.21106185496139585,normal
2023-09-27 05:19:21.032815+05:30,4688,5,17,0.0025804,1601,0.21404913680923582,normal
2023-09-27 05:19:21.043120200+05:30,4688,5,17,0.0103052,1602,0.21442925023627318,normal
2023-09-27 05:19:21.054552700+05:30,4689,5,16,0.0114325,232,0.2119480557089608,normal
2023-09-27 05:19:21.056079800+05:30,4689,5,16,0.0015271,231,0.21106185496139585,normal
2023-09-27 05:19:21.058822100+05:30,4688,5,17,0.0027423,1601,0.21404913680923582,normal
2023-09-27 05:19:21.068777100+05:30,4688,5,17,0.009955,1602,0.21442925023627318,normal
2023-09-27 05:19:21.080383800+05:30,4689,5,16,0.0116067,232,0.2118318882068697,normal
2023-09-27 05:19:21.081905900+05:30,4689,5,16,0.0015221,231,0.21106185496139585,normal
2023-09-27 05:19:21.084210600+05:30,4689,5,16,0.0023047,231,0.21106185496139585,normal
2023-09-27 05:19:21.085312+05:30,4689,5,16,0.0011014,235,0.2046277902630722,normal
2023-09-27 05:19:27.314334600+05:30,4662,5,9,6.2290226,527,0.04110781554823384,normal
2023-09-27 05:19:27.314692400+05:30,4662,5,9,0.0003578,542,0.10097839078887305,normal
2023-09-27 05:19:27.315570+05:30,4662,5,9,0.0008776,565,0.0999679407318727,normal
2023-09-27 05:19:27.316756+05:30,4662,5,9,0.001186,564,0.1004606112312787,normal
2023-09-27 05:19:27.317651200+05:30,4662,5,9,0.0008952,580,0.08907716093552287,normal
2023-09-27 05:19:27.320713900+05:30,4688,5,17,0.0030627,1622,0.190822707929082,normal
2023-09-27 05:19:27.591742900+05:30,4662,5,9,0.271029,564,0.08146449113056575,normal
2023-09-27 05:19:27.592469700+05:30,4662,5,9,0.0007268,580,0.08860824352689084,normal
2023-09-27 05:19:27.620392100+05:30,4662,5,9,0.0279224,533,0.09363707947995203,normal
2023-09-27 05:19:27.620962700+05:30,4662,5,9,0.0005706,540,0.10086966462837726,normal
2023-09-27 05:20:14.745266+05:30,4689,5,3,47.1243033,235,0.00477765486716919,normal
2023-09-27 05:20:43.244999700+05:30,4689,5,3,28.4997337,235,0.050432618408305485,normal
2023-09-27 05:20:57.325679300+05:30,4689,5,3,14.0806796,241,0.0788201577762142,normal
2023-09-27 05:20:59.353923100+05:30,4688,5,3,2.0282438,1662,0.09910904436469775,normal
2023-09-27 05:20:59.390992600+05:30,4688,5,3,0.0370695,1619,0.1265820567967102,normal
2023-09-27 05:20:59.453205700+05:30,4688,5,3,0.0622131,1701,0.10621524510439895,normal
2023-09-27 05:21:00.178451300+05:30,4689,5,2,0.7252456,281,0.11937844742252879,normal
2023-09-27 05:21:27.330281300+05:30,4689,5,2,27.15183,241,0.04657736036979876,normal
2023-09-27 05:21:27.846710500+05:30,4688,5,1,0.5164292,1622,0.087621190619804,normal
2023-09-27 05:22:08.246958200+05:30,4688,5,20,40.4002477,1599,0.036061175170240656,normal
2023-09-27 05:22:08.251910100+05:30,4688,5,20,0.0049519,1604,0.18389212393697513,normal
2023-09-27 05:22:08.320875700+05:30,4688,5,20,0.0689656,1601,0.18376611126515224,normal
2023-09-27 05:22:08.331109+05:30,4689,5,20,0.0102333,230,0.1922615913534883,normal
2023-09-27 05:22:08.376204100+05:30,4688,5,20,0.0450951,1604,0.18228338231568014,normal
2023-09-27 05:22:11.402194+05:30,4689,5,20,3.0259899,232,0.16231187898571098,normal
2023-09-27 05:22:11.405501800+05:30,4688,5,20,0.0033078,1601,0.1874104184072775,normal
2023-09-27 05:22:13.139113200+05:30,4688,5,20,1.7336114,1655,0.11691060176642981,normal
2023-09-27 05:22:13.158551300+05:30,4688,5,20,0.0194381,1654,0.1468449924691116,normal
2023-09-27 05:22:14.103634400+05:30,4689,5,20,0.9450831,275,0.1456273037568429,normal
2023-09-27 05:22:14.104187600+05:30,4689,5,20,0.0005532,276,0.1614019995591932,normal
2023-09-27 05:22:14.478868200+05:30,4689,5,20,0.3746806,232,0.18841546215164806,normal
2023-09-27 05:22:14.482240200+05:30,4688,5,20,0.003372,1600,0.18318946818334503,normal
2023-09-27 05:22:14.494897500+05:30,4688,5,20,0.0126573,1602,0.18713617986308295,normal
2023-09-27 05:22:14.510407+05:30,4689,5,20,0.0155095,232,0.19838654983301995,normal
2023-09-27 05:22:14.512051700+05:30,4689,5,20,0.0016447,231,0.19785258831842267,normal
2023-09-27 05:22:14.515132600+05:30,4688,5,20,0.0030809,1601,0.1874104184072775,normal
2023-09-27 05:22:17.589503300+05:30,4689,5,20,3.0743707,232,0.16263260064023133,normal
2023-09-27 05:22:17.592670+05:30,4688,5,20,0.0031667,1600,0.18318946818334503,normal
2023-09-27 05:22:17.605489800+05:30,4688,5,20,0.0128198,1602,0.18713617986308295,normal
2023-09-27 05:22:17.617882800+05:30,4689,5,20,0.012393,232,0.19838654983301995,normal
2023-09-27 05:22:17.619415800+05:30,4689,5,20,0.001533,231,0.19785258831842267,normal
2023-09-27 05:22:17.622173500+05:30,4688,5,20,0.0027577,1600,0.1830355457775738,normal
2023-09-27 05:22:17.632448400+05:30,4688,5,20,0.0102749,1602,0.18703620370070984,normal
2023-09-27 05:22:17.644647100+05:30,4689,5,20,0.0121987,232,0.19829979449241897,normal
2023-09-27 05:22:17.646172700+05:30,4689,5,20,0.0015256,231,0.19785258831842267,normal
2023-09-27 05:22:17.648888100+05:30,4688,5,20,0.0027154,1600,0.1830355457775738,normal
2023-09-27 05:22:17.658387100+05:30,4688,5,20,0.009499,1602,0.18703620370070984,normal
2023-09-27 05:22:17.670621500+05:30,4689,5,20,0.0122344,232,0.19829979449241897,normal
2023-09-27 05:22:17.672325500+05:30,4689,5,20,0.001704,231,0.19785258831842267,normal
2023-09-27 05:22:17.675096400+05:30,4688,5,20,0.0027709,1600,0.1830355457775738,normal
2023-09-27 05:22:17.685658900+05:30,4688,5,20,0.0105625,1601,0.18744215629293404,normal
2023-09-27 05:22:17.698165700+05:30,4689,5,20,0.0125068,231,0.19651718492075132,normal
2023-09-27 05:22:17.700191100+05:30,4689,5,20,0.0020254,231,0.19776571254055664,normal
2023-09-27 05:22:17.702956+05:30,4689,5,20,0.0027649,230,0.19248377011139067,normal
2023-09-27 05:22:17.704680200+05:30,4689,5,20,0.0017242,235,0.19101798910381373,normal
2023-09-27 05:22:58.147108100+05:30,4688,5,20,40.4424279,1707,-0.005296051808619806,anomaly
2023-09-27 05:22:58.154096700+05:30,4688,5,20,0.0069886,1653,0.1484300388967939,normal
2023-09-27 05:22:58.188869500+05:30,4689,5,20,0.0347728,279,0.15627756199763532,normal
2023-09-27 05:22:58.190279300+05:30,4689,5,20,0.0014098,235,0.19101798910381373,normal
