TimeCreated,EventID,hour_of_day,event_frequency,inter_event_gap_seconds,message_length,anomaly_score,prediction
2026-04-21 05:42:07.249462700+05:30,5,5,246,0.0058748,206,0.12118488750272033,normal
2026-04-21 05:42:07.393606800+05:30,5,5,246,0.1441441,215,0.0786332990380299,normal
2026-04-21 05:42:07.399785800+05:30,5,5,246,0.006179,207,0.11631057415279306,normal
2026-04-21 05:42:07.403702300+05:30,5,5,246,0.0039165,206,0.12287871863216143,normal
2026-04-21 05:42:07.687909900+05:30,5,5,246,0.2842076,217,0.06421452909307135,normal
2026-04-21 05:42:07.705478+05:30,5,5,246,0.0175681,203,0.09106915683229105,normal
2026-04-21 05:42:07.712676500+05:30,5,5,246,0.0071985,203,0.09697897876521883,normal
2026-04-21 05:42:07.713809900+05:30,5,5,246,0.0011334,202,0.08985885571069607,normal
2026-04-21 05:42:07.718495700+05:30,5,5,246,0.0046858,206,0.12303064763906862,normal
2026-04-21 05:42:07.721304300+05:30,5,5,246,0.0028086,202,0.091529475055313,normal
2026-04-21 05:42:08.014944300+05:30,5,5,246,0.29364,203,0.06352846312712279,normal
2026-04-21 05:42:08.021446400+05:30,5,5,246,0.0065021,201,0.0837282276619663,normal
2026-04-21 05:42:08.442125500+05:30,5,5,246,0.4206791,215,0.0608066453678241,normal
2026-04-21 05:42:08.447249500+05:30,5,5,246,0.005124,207,0.11766912212991415,normal
2026-04-21 05:42:08.450153300+05:30,5,5,246,0.0029038,206,0.12135429982841661,normal
2026-04-21 05:42:08.797678200+05:30,5,5,246,0.3475249,215,0.0668981335277673,normal
2026-04-21 05:42:08.803419700+05:30,5,5,246,0.0057415,207,0.11706486169684815,normal
2026-04-21 05:42:08.808294800+05:30,5,5,246,0.0048751,206,0.12292912066178968,normal
2026-04-21 05:42:09.666134400+05:30,5,5,246,0.8578396,214,0.03732072499571182,normal
2026-04-21 05:42:09.669053600+05:30,5,5,246,0.0029192,207,0.11759547760067351,normal
2026-04-21 05:42:09.672464600+05:30,5,5,246,0.003411,206,0.12257263443186117,normal
2026-04-21 05:42:09.899508200+05:30,5,5,246,0.2270436,215,0.07206918351488967,normal
2026-04-21 05:42:09.903304700+05:30,5,5,246,0.0037965,207,0.117847121874815,normal
2026-04-21 05:42:09.906738300+05:30,5,5,246,0.0034336,206,0.12257263443186117,normal
2026-04-21 05:42:10.202488300+05:30,5,5,246,0.29575,215,0.06982343591997231,normal
2026-04-21 05:42:10.208847300+05:30,5,5,246,0.006359,207,0.11584070900988097,normal
2026-04-21 05:42:10.211667700+05:30,5,5,246,0.0028204,206,0.12103554363630514,normal
2026-04-21 05:42:10.336004800+05:30,5,5,246,0.1243371,215,0.07882421668796008,normal
2026-04-21 05:42:10.342860100+05:30,5,5,246,0.0068553,206,0.11879980445547422,normal
2026-04-21 05:42:10.346470400+05:30,5,5,246,0.0036103,205,0.11585090101899725,normal
2026-04-21 05:42:10.483043200+05:30,5,5,246,0.1365728,215,0.07843069159705918,normal
2026-04-21 05:42:10.487572900+05:30,5,5,246,0.0045297,207,0.11851144429693283,normal
2026-04-21 05:42:10.492293600+05:30,5,5,246,0.0047207,206,0.12303064763906862,normal
2026-04-21 05:42:10.641869100+05:30,5,5,246,0.1495755,207,0.09211287397787804,normal
2026-04-21 05:42:10.645772400+05:30,5,5,246,0.0039033,206,0.12287871863216143,normal
